dynamic/32/L9,0,-
dynamic/32/L11,-,25
dynamic/32/L12,-,20
dynamic/32/L13,80,70
dynamic/32/L15,50,-
dynamic/32/L16,80,100
dynamic/32/L18,-,25
dynamic/32/L19,-,10
dynamic/32/L20,60,85
dynamic/33/Rep,45,-
dynamic/33/Path,BR,DM
dynamic/33/L1,100,5
dynamic/33/L2,85,-
dynamic/33/L3,5,85
dynamic/33/L4,90,-
dynamic/33/L5,70,80
dynamic/33/L6,20,-
dynamic/33/L7,-,10
dynamic/33/L8,-,45
dynamic/33/L10,50,75
dynamic/33/L11,25,-
dynamic/33/L12,20,-
dynamic/33/L13,70,40
dynamic/33/L15,-,40
dynamic/33/L16,100,85
dynamic/33/L18,25,50
dynamic/33/L19,10,-
dynamic/33/L20,85,-
dynamic/34/Path,DM,PM
dynamic/34/L1,5,-
dynamic/34/L3,85,-
dynamic/34/L4,-,65
dynamic/34/L5,80,70
dynamic/34/L7,10,35
dynamic/34/L8,45,85
dynamic/34/L10,75,-
dynamic/34/L12,-,90
dynamic/34/L13,40,15
dynamic/34/L15,40,-
dynamic/34/L16,85,65
dynamic/34/L18,50,-
dynamic/35/Rep,-,30
dynamic/35/Path,PM,O
dynamic/35/L2,-,50
dynamic/35/L3,-,85
dynamic/35/L4,65,-
dynamic/35/L5,70,-
dynamic/35/L7,35,-
dynamic/35/L8,85,-
dynamic/35/L9,70,95
dynamic/35/L11,-,55
dynamic/35/L12,90,-
dynamic/35/L13,15,-
dynamic/35/L15,-,60
dynamic/35/L16,65,-
dynamic/35/L18,-,85
dynamic/35/L19,-,35
dynamic/36/R.P,2.8,INITIALS:
dynamic/36/TRT,OR,NOTES:
